id,product_type_id,field_name,display_name,attribute_group,required,order_index,description,selected_value,custom_value
507,2,item_package_dimensions[marketplace_id=ATVPDKIKX0DER]#1.length.value,Item Package Length,Shipping,1,255,,12.5,
508,2,item_package_dimensions[marketplace_id=ATVPDKIKX0DER]#1.length.unit,Package Length Unit,Shipping,1,256,,Inches,
509,2,item_package_dimensions[marketplace_id=ATVPDKIKX0DER]#1.width.value,Item Package Width,Shipping,1,257,,1,
510,2,item_package_dimensions[marketplace_id=ATVPDKIKX0DER]#1.width.unit,Package Width Unit,Shipping,1,258,,Inches,
511,2,item_package_dimensions[marketplace_id=ATVPDKIKX0DER]#1.height.value,Item Package Height,Shipping,1,259,,1,
512,2,item_package_dimensions[marketplace_id=ATVPDKIKX0DER]#1.height.unit,Package Height Unit,Shipping,1,260,,Inches,
513,2,item_package_weight[marketplace_id=ATVPDKIKX0DER]#1.value,Package Weight,Shipping,1,261,,16,
514,2,item_package_weight[marketplace_id=ATVPDKIKX0DER]#1.unit,Package Weight Unit,Shipping,1,262,,Ounces,
515,2,number_of_boxes[marketplace_id=ATVPDKIKX0DER]#1.value,Number of Boxes,Shipping,0,263,,,
516,1,contribution_sku#1.value,SKU,Listing Identity,1,0,,,
517,1,::record_action,Listing Action,Listing Identity,1,1,,Create or Replace (Full Update),
518,1,product_type#1.value,Product Type,Product Identity,1,2,,SOUND_AND_RECORDING_EQUIPMENT,
519,1,item_name[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Item Name,Product Identity,1,3,,,"Gig Gear Cover for [MANUFACTURER_NAME] [SERIES_NAME] [MODEL_NAME] [EQUIPMENT_TYPE] | Genuine Waterproof Cordura or Synthetic Leather Fabric | Select Color, Padding & Pocket Options | Made in US"
520,1,brand[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Brand Name,Product Identity,1,4,,Gig Gear Covers,
521,1,amzn1.volt.ca.product_id_type,Product Id Type,Product Identity,1,5,,GTIN Exempt,
522,1,amzn1.volt.ca.product_id_value,Product Id,Product Identity,0,6,,,
523,1,item_type_keyword[marketplace_id=ATVPDKIKX0DER]#1.value,Item Type Keyword,Product Identity,1,7,,"Musical Instruments > Instrument Accessories > Guitar & Bass Accessories > Amplifier Accessories > Bags, Cases & Covers (instrument-amplifier-bags-cases-and-covers)",
524,1,package_level[marketplace_id=ATVPDKIKX0DER]#1.value,Package Level,Product Identity,0,8,,,
525,1,package_contains_sku[marketplace_id=ATVPDKIKX0DER]#1.quantity,Package Contains SKU Quantity,Product Identity,0,9,,,
526,1,package_contains_sku[marketplace_id=ATVPDKIKX0DER]#1.sku,Package Contains SKU Identifier,Product Identity,0,10,,,
527,1,model_number[marketplace_id=ATVPDKIKX0DER]#1.value,Model Number,Product Identity,1,11,,,[SERIES_NAME] [MODEL_NAME]
528,1,model_name[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Model Name,Product Identity,1,12,,,[SERIES_NAME] [MODEL_NAME]
529,1,manufacturer[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Manufacturer,Product Identity,1,13,,,Gig Gear Covers
530,1,unspsc_code[marketplace_id=ATVPDKIKX0DER]#1.value,UNSPSC Code,Product Identity,0,14,,,
531,1,national_stock_number[marketplace_id=ATVPDKIKX0DER]#1.value,National Stock Number,Product Identity,0,15,,,
532,1,skip_offer[marketplace_id=ATVPDKIKX0DER]#1.value,Skip Offer,Offer,0,16,,,
533,1,condition_type[marketplace_id=ATVPDKIKX0DER]#1.value,Item Condition,Offer,1,17,,New,
534,1,condition_note[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Offer Condition Note,Offer,0,18,,,
535,1,list_price[marketplace_id=ATVPDKIKX0DER]#1.value,List Price,Offer,1,19,,0,
536,1,product_tax_code#1.value,Product Tax Code,Offer,0,20,,,
537,1,merchant_release_date[marketplace_id=ATVPDKIKX0DER]#1.value,Merchant Release Date,Offer,0,21,,,
538,1,max_order_quantity[marketplace_id=ATVPDKIKX0DER]#1.value,Maximum Order Quantity,Offer,0,22,,,
539,1,gift_options[marketplace_id=ATVPDKIKX0DER]#1.can_be_messaged,Offering Can Be Gift Messaged,Offer,0,23,,,
540,1,gift_options[marketplace_id=ATVPDKIKX0DER]#1.can_be_wrapped,Is Gift Wrap Available,Offer,0,24,,,
541,1,main_offer_image_locator[marketplace_id=ATVPDKIKX0DER]#1.media_location,Main Image Location,Offer,0,25,,,
542,1,other_offer_image_locator_1[marketplace_id=ATVPDKIKX0DER]#1.media_location,Other Image Location,Offer,0,26,,,
543,1,other_offer_image_locator_2[marketplace_id=ATVPDKIKX0DER]#1.media_location,Other Image Location,Offer,0,27,,,
544,1,other_offer_image_locator_3[marketplace_id=ATVPDKIKX0DER]#1.media_location,Other Image Location,Offer,0,28,,,
545,1,other_offer_image_locator_4[marketplace_id=ATVPDKIKX0DER]#1.media_location,Other Image Location,Offer,0,29,,,
546,1,other_offer_image_locator_5[marketplace_id=ATVPDKIKX0DER]#1.media_location,Other Image Location,Offer,0,30,,,
547,1,supplemental_condition_information[marketplace_id=ATVPDKIKX0DER]#1.accessories,Accessories,Offer,0,31,,,
548,1,supplemental_condition_information[marketplace_id=ATVPDKIKX0DER]#1.battery_life_percentage,Battery Life Percentage,Offer,0,32,,,
549,1,supplemental_condition_information[marketplace_id=ATVPDKIKX0DER]#1.cosmetic,Cosmetic,Offer,0,33,,,
550,1,supplemental_condition_information[marketplace_id=ATVPDKIKX0DER]#1.features#1,Features,Offer,0,34,,,
551,1,supplemental_condition_information[marketplace_id=ATVPDKIKX0DER]#1.features#2,Features,Offer,0,35,,,
552,1,supplemental_condition_information[marketplace_id=ATVPDKIKX0DER]#1.features#3,Features,Offer,0,36,,,
553,1,supplemental_condition_information[marketplace_id=ATVPDKIKX0DER]#1.features#4,Features,Offer,0,37,,,
554,1,supplemental_condition_information[marketplace_id=ATVPDKIKX0DER]#1.features#5,Features,Offer,0,38,,,
555,1,supplemental_condition_information[marketplace_id=ATVPDKIKX0DER]#1.functional_condition,Functional Condition,Offer,0,39,,,
556,1,supplemental_condition_information[marketplace_id=ATVPDKIKX0DER]#1.packaging,Packaging,Offer,0,40,,,
557,1,supplemental_condition_information[marketplace_id=ATVPDKIKX0DER]#1.source_type,Source Type,Offer,0,41,,,
558,1,fulfillment_availability#1.fulfillment_channel_code,Fulfillment Channel Code (US),"Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",1,42,,DEFAULT,
559,1,fulfillment_availability#1.quantity,Quantity (US),"Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,43,,,
560,1,fulfillment_availability#1.lead_time_to_ship_max_days,Handling Time (US),"Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",1,44,,3,
561,1,fulfillment_availability#1.restock_date,Restock Date (US),"Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,45,,,
562,1,fulfillment_availability#1.is_inventory_available,Inventory Always Available (US),"Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",1,46,,Enabled,
563,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=ALL]#1.our_price#1.schedule#1.value_with_tax,"Your Price USD (Sell on Amazon, US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",1,47,,,
564,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=ALL]#1.automated_pricing_merchandising_rule_plan#1.merchandising_rule.rule_id,"Pricing Rule (Sell on Amazon, US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,48,,,
565,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=ALL]#1.minimum_seller_allowed_price#1.schedule#1.value_with_tax,"Minimum Seller Allowed Price (Sell on Amazon, US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,49,,,
566,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=ALL]#1.maximum_seller_allowed_price#1.schedule#1.value_with_tax,"Maximum Seller Allowed Price (Sell on Amazon, US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,50,,,
567,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=ALL]#1.discounted_price#1.schedule#1.value_with_tax,"Sale Price USD (Sell on Amazon, US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,51,,,
568,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=ALL]#1.discounted_price#1.schedule#1.start_at,"Sale Start Date (Sell on Amazon, US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,52,,,
569,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=ALL]#1.discounted_price#1.schedule#1.end_at,"Sale End Date (Sell on Amazon, US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,53,,,
570,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=ALL]#1.start_at.value,"Offering Release Date (Sell on Amazon, US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,54,,,
571,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=ALL]#1.end_at.value,"Stop Selling Date (Sell on Amazon, US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,55,,,
572,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.our_price#1.schedule#1.value_with_tax,"Your Price USD (Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,56,,,
573,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.minimum_seller_allowed_price#1.schedule#1.value_with_tax,"Minimum Seller Allowed Price (Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,57,,,
574,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.maximum_seller_allowed_price#1.schedule#1.value_with_tax,"Maximum Seller Allowed Price (Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,58,,,
575,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.start_at.value,"Offering Release Date (Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,59,,,
576,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.end_at.value,"Stop Selling Date (Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,60,,,
577,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.quantity_discount_plan#1.schedule#1.discount_type,"Quantity Price Type (Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,61,,,
578,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.quantity_discount_plan#1.schedule#1.levels#1.lower_bound,"Quantity Threshold (Lower Bound, Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,62,,,
579,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.quantity_discount_plan#1.schedule#1.levels#1.value,"Quantity Price (Fixed Price/Percentage Discount, Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,63,,,
580,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.quantity_discount_plan#1.schedule#1.levels#2.lower_bound,"Quantity Threshold (Lower Bound, Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,64,,,
581,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.quantity_discount_plan#1.schedule#1.levels#2.value,"Quantity Price (Fixed Price/Percentage Discount, Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,65,,,
582,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.quantity_discount_plan#1.schedule#1.levels#3.lower_bound,"Quantity Threshold (Lower Bound, Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,66,,,
583,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.quantity_discount_plan#1.schedule#1.levels#3.value,"Quantity Price (Fixed Price/Percentage Discount, Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,67,,,
584,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.quantity_discount_plan#1.schedule#1.levels#4.lower_bound,"Quantity Threshold (Lower Bound, Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,68,,,
585,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.quantity_discount_plan#1.schedule#1.levels#4.value,"Quantity Price (Fixed Price/Percentage Discount, Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,69,,,
586,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.quantity_discount_plan#1.schedule#1.levels#5.lower_bound,"Quantity Threshold (Lower Bound, Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,70,,,
587,1,purchasable_offer[marketplace_id=ATVPDKIKX0DER][audience=B2B]#1.quantity_discount_plan#1.schedule#1.levels#5.value,"Quantity Price (Fixed Price/Percentage Discount, Amazon Business (B2B), US)","Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",0,71,,,
588,1,merchant_shipping_group[marketplace_id=ATVPDKIKX0DER]#1.value,Merchant Shipping Group (US),"Offer (US) - (Sell on Amazon), (US) - (Amazon Business (B2B))",1,72,,Paid_Shipping_Template,
589,1,product_description[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Product Description,Product Details,1,73,,,"<b>Introducing your musical instruments best friend - Gig Gear Covers Ultimate [EQUIPMENT_TYPE] accessory for your [MANUFACTURER_NAME] [SERIES_NAME] [MODEL_NAME].</b><p><b>Protect Your Investment:</b></br>Your [EQUIPMENT_TYPE] deserves the best protection. Gig Gear Covers delivers by hand-crafting precision covers designed to keep your [EQUIPMENT_TYPE] safe from dust, animal hair, spills, scratches and in top-notch condition</p><p><b>Premium Materials:</b></br>We offer 2 different fabrics. </br>* Our 'Choice' Waterproof fabric is tough, medium-weight tear-resistant fabric. It is waterproof, and offers exceptional durability, while preventing your [EQUIPMENT_TYPE] from fading in the Sun.</br>* The Premium Synthetic Leather is beautiful, soft and oozes class. Yet, retains many of the same qualities as our 'Choice' fabric. </p><p><b>They both look great!</b></br>Let us protect your equipment & add a touch of class to your music setup. One that will complement any stage or studio setting.</p><p><b>Commitment to Quality:</b></br>Our handcrafted covers are made in the U.S.A., using top quality materials and equipment. </br>As such, we stand by the quality of our products & if something goes wrong, we're here to help.</p><p><b>COLORS:</b> Up to 10 different colors currently available. </p><p><b>PADDING:</b></br>Add padding to give yourself extra protection for when you're on the road or gigging.</p><p>Gig Gear Covers will keep your [MANUFACTURER_NAME] [SERIES_NAME] [MODEL_NAME] looking and sounding its best. <b>For protection thatâ€™s as exceptional as your playing, order today & let your music shine, onstage and off!</b></br><i>Images MAY NOT represent the specific size/shape of your cover.</i> The cover will come for the model # in the listing title. NOTE: Custom made covers can take up to 3 days to be made."
590,1,bullet_point[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Bullet Point,Product Details,1,74,,,"ðŸŒ§ï¸[PROTECT] Cordura, a trusted name known for strength & durability, make our GGC 'Choice' Waterproof fabric covers a smart option to protect your [MANUFACTURER_NAME] [SERIES_NAME] [EQUIPMENT_TYPE] from spills, chills(ðŸ˜‰), bumps & bruises."
591,1,bullet_point[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#2.value,Bullet Point,Product Details,1,75,,,"[LONGEVITY/RELIABILITY] Our PREMIUM SYNTHETIC LEATHER covers are water-resistant, come in many colors. Adding a touch of class to complement any stage or studio setting."
592,1,bullet_point[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#3.value,Bullet Point,Product Details,1,76,,,ðŸŽ¸[REAL WORLD USE] Designed to handle real-world gigging and transportation without compromise. [NO FUSS CLEANING & MAINTENANCE] Using a damp cloth and/or non-abrasive cleaning solution.
593,1,bullet_point[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#4.value,Bullet Point,Product Details,1,77,,,"ðŸ“[OPTIONAL UPGRADES] - Padding: Extra protection while gigging or traveling. 2-in-1 Pocket: Large enough to hold phones, cords, power banks & more. The unique design includes an interior divider, essentially making 2 pockets in 1 and closes with a smooth sliding zipper. [TOP ZIPPER HANDLE] Seal off the handle opening with a zipper to protect from moisture."
594,1,bullet_point[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#5.value,Bullet Point,Product Details,0,78,,,
595,1,generic_keyword[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Generic Keyword,Product Details,1,79,,,amp dust padded cover waterproof amplifier synthetic leather stage travel heavy duty protective canvas musician accessory instrument protection gig gear cover road ready
596,1,generic_keyword[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#2.value,Generic Keyword,Product Details,0,80,,,
597,1,generic_keyword[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#3.value,Generic Keyword,Product Details,0,81,,,
598,1,generic_keyword[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#4.value,Generic Keyword,Product Details,0,82,,,
599,1,generic_keyword[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#5.value,Generic Keyword,Product Details,0,83,,,
600,1,style[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Style,Product Details,0,84,,,
601,1,material[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Material,Product Details,0,85,,,
602,1,material[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#2.value,Material,Product Details,0,86,,,
603,1,material[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#3.value,Material,Product Details,0,87,,,
604,1,material[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#4.value,Material,Product Details,0,88,,,
605,1,material[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#5.value,Material,Product Details,0,89,,,
606,1,number_of_items[marketplace_id=ATVPDKIKX0DER]#1.value,Number of Items,Product Details,0,90,,,
607,1,item_package_quantity[marketplace_id=ATVPDKIKX0DER]#1.value,Item Package Quantity,Product Details,0,91,,,
608,1,display[marketplace_id=ATVPDKIKX0DER]#1.size#1.value,Screen Size,Product Details,0,92,,,
609,1,display[marketplace_id=ATVPDKIKX0DER]#1.size#1.unit,Display Size Unit,Product Details,0,93,,,
610,1,color[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Color,Product Details,0,94,,,
611,1,size[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Size,Product Details,0,95,,,
612,1,part_number[marketplace_id=ATVPDKIKX0DER]#1.value,Part Number,Product Details,0,96,,,
613,1,edition[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Edition,Product Details,0,97,,,
614,1,configuration[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Configuration,Product Details,0,98,,,
615,1,platform_for_display[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Platform for Display,Product Details,0,99,,,
616,1,wattage[marketplace_id=ATVPDKIKX0DER]#1.value,Wattage,Product Details,0,100,,,
617,1,wattage[marketplace_id=ATVPDKIKX0DER]#1.unit,Wattage Unit,Product Details,0,101,,,
618,1,voltage[marketplace_id=ATVPDKIKX0DER]#1.value,Voltage,Product Details,0,102,,,
619,1,voltage[marketplace_id=ATVPDKIKX0DER]#1.unit,Voltage Unit,Product Details,0,103,,,
620,1,voltage[marketplace_id=ATVPDKIKX0DER]#2.value,Voltage,Product Details,0,104,,,
621,1,voltage[marketplace_id=ATVPDKIKX0DER]#2.unit,Voltage Unit,Product Details,0,105,,,
622,1,customer_package_type[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Customer Package Type,Product Details,0,106,,,
623,1,pattern[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Pattern,Product Details,0,107,,,
624,1,unit_count[marketplace_id=ATVPDKIKX0DER]#1.value,Unit Count,Product Details,0,108,,,
625,1,unit_count[marketplace_id=ATVPDKIKX0DER]#1.type[language_tag=en_US].value,Unit Count Type,Product Details,0,109,,,
626,1,street_date[marketplace_id=ATVPDKIKX0DER]#1.value,Release Date,Product Details,0,110,,,
627,1,product_site_launch_date[marketplace_id=ATVPDKIKX0DER]#1.value,Product Site Launch Date,Product Details,0,111,,,
628,1,scent[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#1.value,Scent,Product Details,0,112,,,
629,1,scent[marketplace_id=ATVPDKIKX0DER][language_tag=en_US]#2.value,Scent,Product Details,0,113,,,
